1 3.726516202066
2 3.4126121409367
3 3.3298132163577
4 3.1031993773879
5 2.9042804584689
6 2.9168119428329
7 2.6226574218197
8 2.8019145323334
9 2.7654563463988
10 2.726821848026
11 2.6843243243243
12 2.4812593745578
13 2.6520956558653
14 2.7086642139522
15 2.6762445167681
16 2.6498627423235
17 2.5921395217207
18 2.4703282864016
19 2.4429361822556
20 2.3558511390972
21 2.2372789019386
22 2.1388354322909
23 2.2160563180982
24 2.1111631526815
25 2.0050785340314
26 2.0438262346116
27 2.04756615254
28 2.0661072590916
29 1.9729984434696
30 1.9241163152682
31 1.689711334371
32 1.6905674260648
33 1.539064666761
34 1.511825385595
35 1.585118154804
36 1.5994594594595
37 1.5681236734116
38 1.6123093250318
39 1.4803183812084
40 1.4249299561341
41 1.3001556530352
42 1.3100721664072
43 1.1970907032687
44 1.3488170369322
45 1.2773185227112
46 1.2825597849158
47 1.0957506721381
48 1.1439634922881
49 1.0227479835857
50 0.98458751945663
51 0.93479269845762
52 0.99320362247064
53 0.93114475732276
54 0.93860336776567
55 0.91141927267581
56 0.78910145747842
57 0.78885099759445
58 0.80015140795245
59 0.62092259799066
60 0.63606763831895
61 0.59172916371869
62 0.49981604641291
63 0.58300127352484
64 0.40265742181973
65 0.43086599688694
66 0.45331682467808
67 0.3876213386161
68 0.33091552285269
69 0.35020093391821
70 0.31953587094948
71 0.17164284703552
72 0.23789726899675
73 -0.063599830196688
74 0.04733550304231
75 0.14815904910146
76 -0.12846611008915
77 -0.10548181689543
78 -0.12383047969435
79 -0.3265034668176
80 -0.34709211829631
81 -0.55372293759728
82 -0.73651903212113
83 -0.51847177019952
84 -0.67993066364794
85 -0.77431583415877
86 -1.0162431017405
87 -1.2120319796236
88 -1.5590292910712
89 -1.9152073015424
90 -2.9014574784208
