3 3.4109962274732
4 3.2630326738505
5 3.1526708292002
6 3.0640938128564
7 2.9829677806774
8 2.9080073950402
9 2.8386684377681
10 2.7746294682664
11 2.714041485699
12 2.6589303307823
13 2.6051602738528
14 2.5528571229435
15 2.5036913784764
16 2.4549654039901
17 2.4086035954271
18 2.3628510847505
19 2.3174003359293
20 2.2691275865953
21 2.2222019831574
22 2.1756275510648
23 2.1279864100491
24 2.0827633523762
25 2.0389925860094
26 1.9962874040979
27 1.9507819002463
28 1.9079275209699
29 1.8647824233552
30 1.8238605386524
31 1.7837481946496
32 1.7457968010569
33 1.7087389827835
34 1.6717424699952
35 1.6334285178466
36 1.5944183035769
37 1.5550793279828
38 1.5151461770051
39 1.4748947184615
40 1.4352276459989
41 1.3966135146678
42 1.3595513305018
43 1.3229493444436
44 1.2849640540477
45 1.2471060364782
46 1.2099251509315
47 1.1718091017684
48 1.1322864986083
49 1.093570605327
50 1.0532822655666
51 1.0092286141659
52 0.96449971298985
53 0.91935342855774
54 0.87243782540569
55 0.8241096880145
56 0.77637975373012
57 0.72786785131032
58 0.67594724834152
59 0.62396364036554
60 0.56788006295903
61 0.50992526981105
62 0.45267503923885
63 0.39112894781209
64 0.32914504203486
65 0.27038169838491
66 0.21095742587542
67 0.14806867953519
68 0.087057943065733
69 0.022794584749913
70 -0.046696701754124
71 -0.12301845516689
72 -0.20267436619746
73 -0.28335936460166
74 -0.3642043164609
75 -0.44188977688066
76 -0.51844121485824
77 -0.59535276770844
78 -0.6746415850746
79 -0.7604844087122
80 -0.85604971599433
81 -0.95508959511577
82 -1.0634115881422
83 -1.1769499140119
84 -1.3008945915947
85 -1.4292827332356
86 -1.5670739419884
87 -1.7322617862647
88 -2.1572601616094
