1 -0.029562756473759
2 0.10428753360689
3 0.11633932361681
4 0.089237300127343
5 0.061739068911852
6 0.015831328710909
7 0.064283288524126
8 0.078572237158629
9 0.13124522428187
10 0.26463138531201
11 0.13404414886092
12 -0.1046936465261
13 0.17212395641716
14 0.088476015282304
15 0.064453091835297
16 0.037182680062256
17 -0.09606056318099
18 0.028839677373714
19 -0.035769067496813
20 0.13646243101742
21 0.22418989670299
22 0.16972548464695
23 0.14416725626149
24 -0.026514787038349
25 -0.016827508136412
26 -0.076608178859488
27 0.19414178576482
28 -0.053349370312728
29 -0.035597849158066
30 -0.072030564596003
